0.0, 0.0, 0.0
0.12, -0.0, 0.207
0.182, -0.0, 0.294
0.216, -0.0, 0.321
0.236, -0.0, 0.317
0.251, -0.0, 0.3
0.262, -0.0, 0.276
0.272, -0.0, 0.249
0.281, -0.0, 0.221
0.291, -0.0, 0.194
0.301, -0.0, 0.167
0.312, -0.0, 0.141
0.323, -0.0, 0.116
0.334, -0.0, 0.092
0.346, -0.0, 0.069
0.358, -0.0, 0.047
0.37, -0.0, 0.026
0.383, -0.0, 0.005
0.396, -0.0, -0.015
0.41, -0.0, -0.035
0.423, -0.0, -0.053
0.437, -0.0, -0.071
0.451, -0.0, -0.089
0.466, -0.0, -0.106
0.48, -0.0, -0.123
0.495, -0.0, -0.139
0.51, -0.0, -0.155
0.525, -0.0, -0.171
0.541, -0.0, -0.186
0.556, -0.0, -0.201
0.572, -0.0, -0.215
0.587, -0.0, -0.229
0.603, -0.0, -0.243
0.619, -0.0, -0.257
0.635, -0.0, -0.271
0.651, -0.0, -0.284
0.651, -0.0, -0.333
0.651, -0.0, -0.382
0.651, -0.0, -0.431
0.697, 0.0, -0.379
0.697, 0.0, -0.428
0.738, 0.0, -0.386
0.738, 0.0, -0.435
0.738, 0.0, -0.484
0.786, 0.0, -0.425
0.819, 0.0, -0.402
0.819, 0.0, -0.452
0.819, 0.0, -0.501
0.819, 0.0, -0.55
0.873, 0.0, -0.479
0.908, 0.0, -0.45
0.908, 0.0, -0.499
0.908, 0.0, -0.548
0.908, 0.0, -0.597
0.908, 0.0, -0.646
0.974, 0.0, -0.548
1.015, 0.0, -0.506
1.043, 0.0, -0.493
1.043, 0.0, -0.542
1.043, 0.0, -0.591
1.043, 0.0, -0.64
1.043, 0.0, -0.689
1.043, 0.0, -0.738
1.115, 0.0, -0.627
1.159, 0.0, -0.579
1.159, 0.0, -0.628
1.159, 0.0, -0.677
1.159, 0.0, -0.726
1.218, 0.0, -0.645
1.218, 0.0, -0.694
1.218, 0.0, -0.743
1.218, 0.0, -0.792
1.285, 0.0, -0.692
1.326, 0.0, -0.651
1.326, 0.0, -0.7
1.326, 0.0, -0.749
