0.0, 0.0, 0.0
0.119, 0.0, 0.207
0.182, 0.0, 0.292
0.217, 0.0, 0.317
0.237, 0.0, 0.312
0.251, 0.0, 0.292
0.262, 0.0, 0.266
0.271, 0.0, 0.237
0.28, 0.0, 0.208
0.29, 0.0, 0.179
0.3, 0.0, 0.151
0.31, 0.0, 0.124
0.321, 0.0, 0.097
0.332, 0.0, 0.072
0.344, 0.0, 0.047
0.357, 0.0, 0.024
0.37, 0.0, 0.001
0.383, 0.0, -0.021
0.397, 0.0, -0.042
0.411, 0.0, -0.063
0.426, 0.0, -0.083
0.441, 0.0, -0.103
0.456, 0.0, -0.121
0.471, 0.0, -0.14
0.487, 0.0, -0.158
0.503, -0.0, -0.175
0.519, -0.0, -0.192
0.536, -0.0, -0.209
0.553, -0.0, -0.225
0.569, -0.0, -0.241
0.587, -0.0, -0.257
0.604, -0.0, -0.273
0.621, 0.0, -0.288
0.639, 0.0, -0.303
0.656, 0.0, -0.317
0.674, 0.0, -0.332
0.692, 0.0, -0.346
0.71, 0.0, -0.36
0.728, 0.0, -0.374
0.747, 0.0, -0.387
0.765, 0.0, -0.401
0.783, 0.0, -0.414
0.802, 0.0, -0.427
0.82, 0.0, -0.44
0.839, 0.0, -0.453
0.858, 0.0, -0.466
0.876, 0.0, -0.479
0.895, 0.0, -0.492
0.914, 0.0, -0.504
0.933, 0.0, -0.517
0.952, 0.0, -0.529
0.971, 0.0, -0.542
0.99, 0.0, -0.554
1.009, 0.0, -0.566
1.028, 0.0, -0.578
1.047, 0.0, -0.59
1.066, 0.0, -0.603
1.086, 0.0, -0.615
1.105, 0.0, -0.626
1.124, 0.0, -0.638
1.143, 0.0, -0.65
1.163, 0.0, -0.662
1.182, 0.0, -0.674
1.201, 0.0, -0.686
1.221, 0.0, -0.697
1.24, 0.0, -0.709
1.26, 0.0, -0.721
1.279, 0.0, -0.732
1.298, 0.0, -0.744
1.318, 0.0, -0.755
1.337, 0.0, -0.767
1.357, 0.0, -0.779
1.376, 0.0, -0.79
1.396, -0.0, -0.802
1.415, 0.0, -0.813
1.435, 0.0, -0.825
1.454, 0.0, -0.836
1.474, 0.0, -0.848
1.493, -0.0, -0.859
1.513, 0.0, -0.87
1.532, 0.0, -0.882
1.552, 0.0, -0.893
1.571, 0.0, -0.905
1.591, 0.0, -0.916
1.61, 0.0, -0.928
1.63, -0.0, -0.939
1.65, -0.0, -0.951
1.669, -0.0, -0.962
1.689, -0.0, -0.973
1.708, -0.0, -0.985
1.728, -0.0, -0.996
1.748, -0.0, -1.008
1.767, -0.0, -1.019
1.787, -0.0, -1.03
1.806, -0.0, -1.042
1.826, -0.0, -1.053
1.846, -0.0, -1.065
1.865, -0.0, -1.076
1.885, -0.0, -1.087
1.904, -0.0, -1.099
1.924, -0.0, -1.11
1.944, -0.0, -1.121
1.963, -0.0, -1.133
1.983, -0.0, -1.144
2.002, -0.0, -1.156
2.022, -0.0, -1.167
2.042, -0.0, -1.178
2.061, -0.0, -1.19
2.081, -0.0, -1.201
2.101, -0.0, -1.212
2.12, -0.0, -1.224
2.14, -0.0, -1.235
2.159, -0.0, -1.246
2.179, -0.0, -1.258
2.199, -0.0, -1.269
2.218, -0.0, -1.28
2.238, -0.0, -1.292
2.258, -0.0, -1.303
2.277, -0.0, -1.314
2.297, -0.0, -1.326
2.316, -0.0, -1.337
2.336, -0.0, -1.349
2.356, -0.0, -1.36
2.375, -0.0, -1.371
2.395, -0.0, -1.383
2.415, -0.0, -1.394
2.434, -0.0, -1.405
2.454, -0.0, -1.417
2.473, -0.0, -1.428
2.493, -0.0, -1.439
2.513, -0.0, -1.451
2.532, -0.0, -1.462
2.552, -0.0, -1.473
2.572, -0.0, -1.485
2.591, -0.0, -1.496
2.611, -0.0, -1.507
2.63, -0.0, -1.519
2.65, -0.0, -1.53
2.67, -0.0, -1.541
2.689, -0.0, -1.553
2.709, -0.0, -1.564
2.729, -0.0, -1.575
2.748, -0.0, -1.587
2.768, -0.0, -1.598
2.788, -0.0, -1.609
2.793, -0.0, -1.65
2.829, 0.0, -1.636
2.854, 0.0, -1.642
2.874, 0.0, -1.655
2.895, 0.0, -1.669
2.916, 0.0, -1.681
2.925, 0.0, -1.715
2.954, 0.0, -1.714
2.978, 0.0, -1.721
3.001, 0.0, -1.729
3.023, 0.0, -1.741
3.044, 0.0, -1.753
3.065, 0.0, -1.766
3.086, 0.0, -1.779
3.107, 0.0, -1.791
3.128, 0.0, -1.804
3.15, 0.0, -1.816
3.171, 0.0, -1.828
3.192, 0.0, -1.841
3.213, 0.0, -1.853
3.234, 0.0, -1.865
3.255, 0.0, -1.878
3.277, 0.0, -1.89
3.298, 0.0, -1.903
3.319, 0.0, -1.915
3.34, 0.0, -1.927
3.361, 0.0, -1.94
3.383, 0.0, -1.952
3.404, 0.0, -1.964
3.425, 0.0, -1.976
3.446, 0.0, -1.989
3.468, 0.0, -1.15
3.479, 0.0, -0.733
3.484, 0.0, -0.554
3.486, 0.0, -0.505
3.487, 0.0, -0.525
3.487, 0.0, -0.574
3.487, 0.0, -0.623
3.487, 0.0, -0.672
3.487, 0.0, -0.721
3.487, 0.0, -0.771
3.487, 0.0, -0.82
3.487, 0.0, -0.869
3.487, 0.0, -0.918
3.487, 0.0, -0.967
3.487, 0.0, -0.509
3.487, 0.0, -0.283
3.487, 0.0, -0.186
3.487, 0.0, -0.158
3.487, 0.0, 0.024
3.487, 0.0, 0.112
