gvel: , 0.0, 1.504, 0.005
lvel: , -0.0, 0.002, -1.504
gvel: , 0.0, 1.504, 0.004
lvel: , -0.0, 0.002, -1.504
gvel: , 0.0, 1.504, 0.003
lvel: , -0.0, 0.002, -1.504
gvel: , 0.0, 1.504, 0.003
lvel: , -0.0, 0.001, -1.504
gvel: , 0.0, 1.504, 0.002
lvel: , -0.0, 0.001, -1.504
gvel: , 0.0, 1.504, 0.002
lvel: , -0.0, 0.001, -1.504
gvel: , 0.0, 1.504, 0.002
lvel: , -0.0, 0.001, -1.504
gvel: , 0.0, 1.504, 0.002
lvel: , -0.0, 0.001, -1.504
gvel: , 0.0, 1.504, 0.001
lvel: , -0.0, 0.001, -1.504
gvel: , 0.0, 1.504, 0.001
lvel: , -0.0, 0.001, -1.504
