gvel: , 0.0, 0.0, 0.0
lvel: , 0.0, 0.0, 0.0
gvel: , 0.0, 0.0, -0.049
lvel: , 0.0, -0.035, -0.035
gvel: , 0.0, 0.0, -0.098
lvel: , 0.0, -0.069, -0.069
gvel: , 0.0, 0.0, -0.147
lvel: , 0.0, -0.104, -0.104
gvel: , 0.0, 0.0, -0.196
lvel: , 0.0, -0.139, -0.139
gvel: , 0.0, 0.0, -0.245
lvel: , 0.0, -0.173, -0.173
gvel: , 0.0, 0.0, -0.294
lvel: , 0.0, -0.208, -0.208
gvel: , 0.0, 0.0, -0.343
lvel: , 0.0, -0.243, -0.243
gvel: , 0.0, 0.0, -0.392
lvel: , 0.0, -0.277, -0.277
gvel: , 0.0, 0.0, -0.441
lvel: , 0.0, -0.312, -0.312
gvel: , 0.0, 0.0, -0.49
lvel: , 0.0, -0.347, -0.347
gvel: , 0.0, 0.0, -0.54
lvel: , 0.0, -0.382, -0.382
gvel: , 0.0, 0.0, -0.589
lvel: , 0.0, -0.416, -0.416
gvel: , 0.0, 0.0, -0.638
lvel: , 0.0, -0.451, -0.451
gvel: , 0.0, 0.0, -0.687
lvel: , 0.0, -0.486, -0.486
gvel: , 0.0, 0.0, -0.736
lvel: , 0.0, -0.52, -0.52
gvel: , 0.0, 0.134, -0.382
lvel: , 0.0, -0.175, -0.365
gvel: , 0.0, 0.208, -0.211
lvel: , 0.0, -0.003, -0.296
gvel: , 0.0, 0.25, -0.132
lvel: , 0.0, 0.083, -0.27
gvel: , 0.0, 0.278, -0.099
lvel: , 0.0, 0.126, -0.266
gvel: , 0.0, 0.297, -0.09
lvel: , 0.0, 0.147, -0.274
gvel: , 0.0, 0.313, -0.092
lvel: , 0.0, 0.156, -0.286
gvel: , 0.0, 0.326, -0.1
lvel: , 0.0, 0.16, -0.302
gvel: , 0.0, 0.326, -0.149
lvel: , 0.0, 0.125, -0.336
gvel: , 0.0, 0.326, -0.198
lvel: , 0.0, 0.091, -0.371
gvel: , 0.0, 0.326, -0.247
lvel: , 0.0, 0.056, -0.406
gvel: , 0.0, 0.326, -0.296
lvel: , 0.0, 0.021, -0.44
gvel: , 0.0, 0.326, -0.345
lvel: , 0.0, -0.013, -0.475
gvel: , 0.0, 0.326, -0.394
lvel: , 0.0, -0.048, -0.51
gvel: , 0.0, 0.326, -0.443
lvel: , 0.0, -0.083, -0.544
gvel: , 0.0, 0.326, -0.492
lvel: , 0.0, -0.117, -0.579
gvel: , 0.0, 0.326, -0.542
lvel: , 0.0, -0.152, -0.614
gvel: , 0.0, 0.409, -0.343
lvel: , 0.0, 0.047, -0.532
gvel: , 0.0, 0.456, -0.251
lvel: , 0.0, 0.145, -0.5
gvel: , 0.0, 0.456, -0.3
lvel: , 0.0, 0.11, -0.535
gvel: , 0.0, 0.456, -0.349
lvel: , 0.0, 0.076, -0.569
gvel: , 0.0, 0.456, -0.398
lvel: , 0.0, 0.041, -0.604
gvel: , 0.0, 0.456, -0.447
lvel: , 0.0, 0.006, -0.639
gvel: , 0.0, 0.456, -0.496
lvel: , 0.0, -0.028, -0.673
gvel: , 0.0, 0.456, -0.545
lvel: , 0.0, -0.063, -0.708
gvel: , 0.0, 0.456, -0.594
lvel: , 0.0, -0.098, -0.743
gvel: , 0.0, 0.456, -0.643
lvel: , 0.0, -0.132, -0.777
gvel: , 0.0, 0.456, -0.692
lvel: , 0.0, -0.167, -0.812
gvel: , 0.0, 0.556, -0.441
lvel: , 0.0, 0.082, -0.705
gvel: , 0.0, 0.611, -0.325
lvel: , 0.0, 0.202, -0.662
gvel: , 0.0, 0.611, -0.375
lvel: , 0.0, 0.168, -0.697
gvel: , 0.0, 0.611, -0.424
lvel: , 0.0, 0.133, -0.731
gvel: , 0.0, 0.611, -0.473
lvel: , 0.0, 0.098, -0.766
gvel: , 0.0, 0.611, -0.522
lvel: , 0.0, 0.064, -0.801
gvel: , 0.0, 0.611, -0.571
lvel: , 0.0, 0.029, -0.836
gvel: , 0.0, 0.611, -0.62
lvel: , 0.0, -0.006, -0.87
gvel: , 0.0, 0.611, -0.669
lvel: , 0.0, -0.04, -0.905
gvel: , 0.0, 0.611, -0.718
lvel: , 0.0, -0.075, -0.94
gvel: , 0.0, 0.611, -0.767
lvel: , 0.0, -0.11, -0.974
gvel: , 0.0, 0.611, -0.816
lvel: , 0.0, -0.144, -1.009
gvel: , 0.0, 0.611, -0.865
lvel: , 0.0, -0.179, -1.044
gvel: , 0.0, 0.611, -0.914
lvel: , 0.0, -0.213, -1.079
gvel: , 0.0, 0.738, -0.583
lvel: , 0.0, 0.11, -0.934
gvel: , 0.0, 0.805, -0.43
lvel: , 0.0, 0.266, -0.873
gvel: , 0.0, 0.805, -0.479
lvel: , 0.0, 0.231, -0.908
gvel: , 0.0, 0.805, -0.528
lvel: , 0.0, 0.196, -0.943
gvel: , 0.0, 0.805, -0.577
lvel: , 0.0, 0.162, -0.977
gvel: , 0.0, 0.805, -0.626
lvel: , 0.0, 0.127, -1.012
gvel: , 0.0, 0.805, -0.675
lvel: , 0.0, 0.093, -1.047
gvel: , 0.0, 0.805, -0.724
lvel: , 0.0, 0.058, -1.081
gvel: , 0.0, 0.805, -0.774
lvel: , 0.0, 0.023, -1.116
gvel: , 0.0, 0.805, -0.823
lvel: , 0.0, -0.011, -1.151
gvel: , 0.0, 0.805, -0.872
lvel: , 0.0, -0.046, -1.186
gvel: , 0.0, 0.805, -0.921
lvel: , 0.0, -0.081, -1.22
gvel: , 0.0, 0.805, -0.97
lvel: , 0.0, -0.115, -1.255
gvel: , 0.0, 0.805, -1.019
lvel: , 0.0, -0.15, -1.29
gvel: , 0.0, 0.805, -1.068
lvel: , 0.0, -0.184, -1.324
gvel: , 0.0, 0.805, -1.117
lvel: , 0.0, -0.219, -1.359
gvel: , 0.0, 0.805, -1.166
lvel: , 0.0, -0.254, -1.394
gvel: , 0.0, 0.805, -1.215
lvel: , 0.0, -0.288, -1.429
gvel: , 0.0, 0.97, -0.769
lvel: , 0.0, 0.144, -1.229
gvel: , 0.0, 1.055, -0.563
lvel: , 0.0, 0.349, -1.144
gvel: , 0.0, 1.055, -0.612
lvel: , 0.0, 0.314, -1.179
gvel: , 0.0, 1.055, -0.661
lvel: , 0.0, 0.28, -1.213
gvel: , 0.0, 1.055, -0.71
lvel: , 0.0, 0.245, -1.248
gvel: , 0.0, 1.055, -0.759
lvel: , 0.0, 0.21, -1.283
gvel: , 0.0, 1.055, -0.809
lvel: , 0.0, 0.176, -1.317
gvel: , 0.0, 1.055, -0.858
lvel: , 0.0, 0.141, -1.352
gvel: , 0.0, 0.746, -0.289
lvel: , 0.0, 0.303, -0.741
gvel: , 0.0, 0.591, -0.028
lvel: , 0.0, 0.365, -0.466
gvel: , 0.0, 0.52, 0.064
lvel: , 0.0, 0.369, -0.373
gvel: , 0.0, 0.494, 0.069
lvel: , 0.0, 0.335, -0.369
gvel: , 0.0, 0.494, 0.02
lvel: , 0.0, 0.27, -0.414
gvel: , 0.0, 0.494, -0.029
lvel: , 0.0, 0.201, -0.452
gvel: , 0.0, 0.494, -0.078
lvel: , 0.0, 0.129, -0.483
gvel: , 0.0, 0.494, -0.127
lvel: , 0.0, 0.054, -0.507
gvel: , 0.0, 0.494, -0.176
lvel: , 0.0, -0.024, -0.524
gvel: , 0.0, 0.494, -0.226
lvel: , 0.0, -0.103, -0.533
gvel: , 0.0, 0.526, -0.177
lvel: , 0.0, -0.065, -0.551
gvel: , 0.0, 0.544, -0.173
lvel: , 0.0, -0.066, -0.567
gvel: , 0.0, 0.544, -0.222
lvel: , 0.0, -0.123, -0.574
