0.0, 0.0, 0.0
0.12, 0.0, 0.207
0.173, 0.0, 0.298
0.192, -0.0, 0.331
0.196, 0.0, 0.336
0.198, 0.0, 0.327
0.2, 0.0, 0.311
0.202, 0.0, 0.293
0.204, 0.0, 0.274
0.206, 0.0, 0.254
0.207, 0.0, 0.236
0.209, 0.0, 0.218
0.211, 0.0, 0.201
0.213, 0.0, 0.184
0.215, 0.0, 0.168
0.217, 0.0, 0.153
0.219, 0.0, 0.139
0.221, 0.0, 0.126
0.224, 0.0, 0.113
0.226, 0.0, 0.1
0.228, 0.0, 0.088
0.23, 0.0, 0.077
0.233, 0.0, 0.066
0.235, 0.0, 0.056
0.237, 0.0, 0.046
0.24, 0.0, 0.037
0.242, 0.0, 0.028
0.245, 0.0, 0.019
0.247, 0.0, 0.011
0.249, 0.0, 0.003
0.252, 0.0, -0.005
0.252, 0.0, -0.054
0.252, 0.0, -0.103
0.252, 0.0, -0.152
0.252, 0.0, -0.201
0.252, 0.0, -0.251
0.252, 0.0, -0.3
0.264, 0.0, -0.15
0.271, 0.0, -0.078
0.276, 0.0, -0.046
0.276, 0.0, -0.095
0.276, 0.0, -0.144
0.276, 0.0, -0.193
0.276, 0.0, -0.242
0.276, 0.0, -0.291
0.288, 0.0, -0.147
0.295, 0.0, -0.079
0.298, 0.0, -0.074
0.298, 0.0, -0.123
0.298, 0.0, -0.172
0.3, 0.0, -0.179
0.3, 0.0, -0.228
0.3, 0.0, -0.277
0.311, 0.0, -0.144
0.316, 0.0, -0.113
0.316, 0.0, -0.162
0.316, 0.0, -0.211
0.319, 0.0, -0.212
0.321, 0.0, -0.232
0.329, 0.0, -0.151
0.333, 0.0, -0.121
0.333, 0.0, -0.17
0.333, 0.0, -0.219
0.336, 0.0, -0.216
0.338, 0.0, -0.234
0.338, 0.0, -0.283
0.347, 0.0, -0.183
0.353, 0.0, -0.144
0.353, 0.0, -0.193
0.356, 0.0, -0.189
0.358, 0.0, -0.206
0.358, 0.0, -0.255
0.366, 0.0, -0.171
0.37, 0.0, -0.141
0.37, 0.0, -0.19
0.37, 0.0, -0.239
